,track_name,track_id,track_pop,artist_name,featured_artist,album_name,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,intrumentalness,valence,tempo,track_lyrics,playlist_name

1780,Danny Phantom (feat. XXXTENTACION),7jjbfUEecddD2AW1UncQzb,59,Trippie Redd,XXXTENTACION,Trip At Knight (Complete Edition),6Xgp2XMz1fhVYe7i6yNAax,0.634,0.804,11,-6.688,0,0.477,0.162,0.0,0.809,147.259,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Trippie redd feat XXXTENTACION Danny phantom"">search Trippie redd feat XXXTENTACION Danny phantom lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1781,223 FREESTYLE,0lLxTfJrbiXuNh3iOVyWVT,0,CRASH RARRI,None,GHETTO,2c2ekMthLByoJhFMLLl2Ch,0.783,0.754,11,-3.46,0,0.342,0.16,0.0,0.661,163.902,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Crash rarri 223 freestyle"">search Crash rarri 223 freestyle lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1782,Lost My Mind,1tAJeXVHrIZDkZu3oOnIQ4,44,CRASH RARRI,None,Lost My Mind,2c2ekMthLByoJhFMLLl2Ch,0.813,0.742,1,-5.781,1,0.264,0.021,0.0,0.817,160.009,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Crash rarri Lost my mind"">search Crash rarri Lost my mind lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1783,Pretend,5qlTwtYe8RqXqF7npTawjD,56,Kill Jasper,None,Pretend,3Hxle1ifo8pdsakQ06MMUH,0.74,0.441,3,-10.133,0,0.379,0.149,0.0,0.575,161.384,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Kill jasper Pretend"">search Kill jasper Pretend lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1784,9 Bridge,2sHekv6OdEiO4htSjdB9j4,55,Rowdy Rebel,A Boogie Wit da Hoodie,9 Bridge,6LXRvV2OAtXF7685fzh3mj,0.642,0.589,5,-7.392,0,0.302,0.124,0.0,0.72,95.543,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Rowdy rebel feat A Boogie Wit da Hoodie 9 bridge"">search Rowdy rebel feat A Boogie Wit da Hoodie 9 bridge lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1785,Pour A Pint (feat. Gunna),2zgHa8UzKgJuxmFMvYJEQl,44,Strick,Gunna,See You When I Land,2WInxWtfee6mRhUQUmIRAH,0.805,0.408,2,-7.625,1,0.15,0.0484,0.00994,0.17,149.962,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Strick feat Gunna Pour a pint"">search Strick feat Gunna Pour a pint lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1786,Limitless,5L6Hsg46B22FVf2qN9DaF2,47,Trippie Redd,None,A Love Letter To You,6Xgp2XMz1fhVYe7i6yNAax,0.718,0.469,8,-11.092,1,0.179,0.0904,0.0,0.585,137.875,"Yeah, rollin' around in the Rari, you still in the Civic. Yeah, rollin' around in my city, I feel like I'm Diddy. Yeah, all these niggas they some suckers, I show 'em no pity. Young nigga gotta floss, hey. Dabbing on 'em with the sauce, huh. Feeling like a young boss, huh. Feeling like I'm Rick Ross, huh. Hundred dollars in the city man. All these fuck niggas man they hate it, huh. Now I made it out, when I come back better show appreciation. . Appreciate my time difference. Appreciate my rhymes different. Appreciate my grind different. Appreciate that I did it. Appreciate that I did it, appreciate that I did it. Actavis what I'm sippin', Actavis what I'm sippin' yeah. This thirty got me limping, woah. Ball like Scottie Pippen, yeah. They hate me 'cause I'm different, woah yeah yeah yeah yeah. Appreciate my time difference. Appreciate my rhymes different. Appreciate my grind different. Appreciate that I did it. Appreciate that I did it, appreciate that I did it. Actavis with oil sippin', Actavis with oil sippin' woah. . All my life I been limitless, nigga never had a limit, huh. Yeah, rollin' around in the Rari, you still in the Civic. Yeah, rollin' around in my city, I feel like I'm Diddy. Yeah, all these niggas they some suckers, I show 'em no pity. Young nigga gotta floss, hey. Dabbing on 'em with the sauce, huh. Feeling like a young boss, huh. Feeling like I'm Rick Ross, huh. Hundred dollars in the city man. All these fuck niggas man they hate it, huh. Now I made it out, when I come back better show appreciation. . I been trippin' all week off the narcotics. Takeoff on Pluto, got some hoes beside me. Sipping Hi-Tech, moving like a zombie. That boy say he looking for me, come and find me. Pull up with trip and we tweaking. VVS's on me blinging. Smoking dope with the demons. Dress according to the seasons. Pop a perc, then I leave the surf. I ain't coming back. I'm making plays in the field like a running back. Louis V tennis shoes, I'm trapping on avenues. Alexander McQueen my protegé. I'm sipping on lean out of lemonade. I pop me a xan then I levitate. You can't live how I live. 'cause I wake up every day with pints in my fridge. . All my life I been limitless, nigga never had a limit, huh. Yeah, rollin' around in the Rari, you still in the Civic. Yeah, rollin' around in my city, I feel like I'm Diddy. Yeah, all these niggas they some suckers, I show 'em no pity. Young nigga gotta floss, hey. Dabbing on 'em with the sauce, huh. Feeling like a young boss, huh. Feeling like I'm Rick Ross, huh. Hundred dollars in the city man. All these fuck niggas man they hate it, huh. Now I made it out, when I come back better show appreciation. . All of my life I been limitless. My hoes different colors like M&amp;Ms. I been spending them Benjamins. I been spending them Benjamins. Some G-Star and jeans, yeah. I fill them with Benjamins. I'm fucking on your lil bitch again. She sucking all on my dick again. Pull up to the club, these hoes like there he go. She so thick woah, I might just take this bitch home. Yeah, my Rafs fit like a moose. Her pussy so wet like some goop. Nigga want beef, I'm like who?. Shoot at your ass like a hoop. . All my life I been limitless, nigga never had a limit, huh. Yeah, rollin' around in the Rari, you still in the Civic. Yeah, rollin' around in my city, I feel like I'm Diddy. Yeah, all these niggas they some suckers, I show 'em no pity. Young nigga gotta floss, hey. Dabbing on 'em with the sauce, huh. Feeling like a young boss, huh. Feeling like I'm Rick Ross, huh. Hundred dollars in the city man. All these fuck niggas man they hate it, huh. Now I made it out, when I come back better show appreciation</p>",Best Hip-Hop Playlist

1787,LOT OF ME,2ZXxRC6V6AXzMdbLQZMHSB,76,Lil Tecca,None,We Love You Tecca 2,4Ga1P7PMIsmqEZqhYZQgDo,0.704,0.537,0,-8.565,1,0.302,0.223,0.0,0.7,77.444,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Lil tecca Lot of me"">search Lil tecca Lot of me lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1788,NADA,06RM1SWNkBbHR89WQvz4hK,47,Lil Tecca,None,We Love You Tecca 2,4Ga1P7PMIsmqEZqhYZQgDo,0.719,0.553,1,-10.47,0,0.375,0.00701,2.16e-06,0.13,155.015,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Lil tecca Nada"">search Lil tecca Nada lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1789,The Sit Down,3ftVjcziS3L2ZrEBMxYNJL,51,Icewear Vezzo,Babyface Ray,Robbin Season 2,1ZbmerOthZbxz5eR3c9Mn1,0.66,0.389,1,-9.481,1,0.281,0.00643,0.104,0.179,164.962,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Icewear vezzo feat Babyface Ray The sit down"">search Icewear vezzo feat Babyface Ray The sit down lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1790,Ramen & OJ,4TIqzdAssasqx3DAe6cG9J,76,Joyner Lucas,Lil Baby,Ramen & OJ,6C1ohJrd5VydigQtaGy5Wa,0.597,0.571,1,-6.205,0,0.293,0.492,0.0,0.165,106.196,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Joyner lucas feat Lil Baby Ramen &amp; oj"">search Joyner lucas feat Lil Baby Ramen &amp; oj lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1791,Everytime,0Czdgg1RnlIaRtIi51Prnl,44,Tae Fresh,None,TAE,6k7xSFsYTlQwxdUS3Vcxsk,0.582,0.528,11,-10.121,0,0.176,0.795,0.0,0.483,144.889,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Tae fresh Everytime"">search Tae fresh Everytime lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1792,No Fifties (feat. Lil Keed & Lil Gotit) - Remix,3Aj48moveW72v9ltwY0jHG,42,Baby Plug,"Lil Keed, Lil Gotit",Lemme Pop My Shxt 2,5C3SdMOqNhqFK56m6JTVp4,0.965,0.474,1,-6.563,1,0.383,0.0339,0.0,0.301,119.999,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Baby plug feat Lil Keed Lil Gotit No fifties   remix"">search Baby plug feat Lil Keed Lil Gotit No fifties   remix lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1793,Follow God,2QpGZOhTCHHiKmpSO9FW4h,74,Kanye West,None,JESUS IS KING,5K4W6rqBFWDnAN6FQUkS6x,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.434,180.291,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Kanye west Follow god"">search Kanye west Follow god lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1794,Wygd,13mYved8J94SNyNc6Zzsvu,27,Tae Fresh,None,Bet on Myself,6k7xSFsYTlQwxdUS3Vcxsk,0.676,0.541,7,-8.65,1,0.0586,0.435,0.0,0.453,145.1,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Tae fresh Wygd"">search Tae fresh Wygd lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1795,"Artificial, Pt. 2",3eNEWQk8eBhyffE24vwjSS,45,Tedy Andreas,None,"Artificial, Pt. 2",4OclyI0wdv5OLqcyOFGkh8,0.619,0.609,7,-2.138,1,0.252,0.21,0.0,0.568,76.23,,Best Hip-Hop Playlist

1796,family ties (with Kendrick Lamar),7Bpx2vsWfQFBACRz4h3IqH,79,Baby Keem,Kendrick Lamar,family ties (with Kendrick Lamar),5SXuuuRpukkTvsLuUknva1,0.711,0.611,1,-5.453,1,0.329,0.00575,0.0,0.144,134.14,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Baby keem feat Kendrick Lamar Family ties"">search Baby keem feat Kendrick Lamar Family ties lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1797,Harriet Tubman,0VAUlNoPOXFx1N4G6eMcpl,44,Dj Showtime,Kodak Black,Harriet Tubman,7idEo5YTEsBAYlHc8DHk5I,0.604,0.455,8,-10.553,0,0.122,0.711,0.0,0.221,84.051,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Dj showtime feat Kodak Black Harriet tubman"">search Dj showtime feat Kodak Black Harriet tubman lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1798,Steppers,7vNUd8wv8Fo6L1CBxduXxF,48,22Gz,None,Steppers,4JhbRL6zaItAyzqx4gHTqz,0.907,0.594,1,-7.103,1,0.258,0.00238,0.0,0.157,140.014,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=22gz Steppers"">search 22gz Steppers lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1799,I'm Up,1qNEYOlDVjTWoINqQ5lQMR,56,YoungBoy Never Broke Again,None,Top,7wlFDEWiM5OoIAt8RSli8b,0.729,0.6,2,-6.522,1,0.358,0.121,0.0,0.287,82.463,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Youngboy never broke again I'm up"">search Youngboy never broke again I'm up lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1800,USELESS FEELINGS,1XN1SsLxhQ6Em93TufYc0O,50,Dro Kenji,None,EAT YOUR HEART OUT,46fHMu9KxdQwcGV9xI1L9R,0.764,0.626,2,-5.876,1,0.0627,0.0673,0.0,0.438,82.477,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Dro kenji Useless feelings"">search Dro kenji Useless feelings lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1801,Not In The Mood (feat. Fivio Foreign & Kay Flock),25GyyK9CyZRiDCsPY51fIT,70,Lil Tjay,"Fivio Foreign, Kay Flock",Not In The Mood (feat. Fivio Foreign & Kay Flock),6jGMq4yGs7aQzuGsMgVgZR,0.545,0.82,8,-4.489,1,0.275,0.0951,0.0,0.357,141.908,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Lil tjay feat Fivio Foreign Kay Flock Not in the mood"">search Lil tjay feat Fivio Foreign Kay Flock Not in the mood lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1802,Dior (feat. Gunna),683tYxiTlWzupDpaZ2mCv4,56,Moneybagg Yo,Gunna,43VA HEARTLESS,3tJoFztHeIJkJWMrx0td2f,0.817,0.534,8,-6.325,0,0.298,0.00851,1.04e-06,0.579,140.005,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Moneybagg yo feat Gunna Dior"">search Moneybagg yo feat Gunna Dior lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1803,Go Part 1 (with G Herbo),1EnWTwagv0XR5OJ51WMdzj,57,Polo G,G Herbo,Hall of Fame,6AgTAQt8XS6jRWi4sX7w49,0.664,0.375,1,-9.768,1,0.387,0.0135,0.0,0.145,171.784,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Polo g feat G Herbo Go part 1"">search Polo g feat G Herbo Go part 1 lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1804,Message,7kro9A7zS45ss4FTkPGIJY,36,Yungeen Ace,None,Message,7hj7ffJe6UkF1gsMpuweSI,0.824,0.739,5,-4.267,0,0.127,0.126,0.0,0.672,95.925,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Yungeen ace Message"">search Yungeen ace Message lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1805,WINNERS,0cDQsRgRrIZzmmjQeINZ7w,40,Ron Suno,Sheff G,JOKES UP,3A63dHvKuavknOcvWVgZA9,0.845,0.393,8,-15.407,1,0.631,0.0152,0.0,0.415,159.951,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Ron suno feat Sheff G Winners"">search Ron suno feat Sheff G Winners lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1806,Lost My Mind,2Y0ciXPxDx2n6ne9Gq5ph6,3,Slim Baby,None,Lost My Mind,5AEvlZZip2kwqYN1tn51gg,0.861,0.641,8,-7.422,1,0.233,0.132,0.0,0.577,90.051,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Slim baby Lost my mind"">search Slim baby Lost my mind lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1807,Fuck With Us,6ews6551NsGrrboTF3A8uX,43,Bankrol Hayden,None,Pain is Temporary,0Yr4BBpK2dkCp2UsrJ9LZN,0.707,0.648,1,-4.075,1,0.142,0.239,2.2e-06,0.522,135.989,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Bankrol hayden Fuck with us"">search Bankrol hayden Fuck with us lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1808,Famous Hoes,35Xf2ABjPzUXKz19akd7Jj,69,NLE Choppa,None,Famous Hoes,0ErzCpIMyLcjPiwT4elrtZ,0.732,0.627,4,-5.693,0,0.161,0.346,0.0,0.332,81.481,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Nle choppa Famous hoes"">search Nle choppa Famous hoes lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1809,Don't Need Time (feat. Lil Baby) - Remix,5bbH4gT6o8UZIv3bZ1wZrK,58,Hotboii,Lil Baby,Don't Need Time (feat. Lil Baby) [Remix],220xv2aB3dsGxaJI1gGs7l,0.779,0.631,8,-4.748,1,0.174,0.343,0.0,0.622,102.018,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Hotboii feat Lil Baby Don't need time   remix"">search Hotboii feat Lil Baby Don't need time   remix lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1810,Contained,7iryuULorJhxUPKBNDWijH,0,365 Deathlove,None,Contained,5OHjrfo7DnPKkpkOdocWlc,0.637,0.783,7,-4.301,1,0.221,0.192,0.0,0.431,155.031,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=365 deathlove Contained"">search 365 deathlove Contained lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1811,Talking to Voices,3jNOqtN1tno1i4VDLWdvnO,0,Ninow Cash,None,Talking to Voices,35C0SlGDXGKSRq0Zh4GxKa,0.66,0.563,11,-9.556,0,0.0364,0.0391,0.0,0.3,84.482,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Ninow cash Talking to voices"">search Ninow cash Talking to voices lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1812,What's Mine Is Yours (feat. Money Man),5nAAe53BkjhbSgEjT5diyi,57,Jackboy,Money Man,Jackboy 2,2S2mt1DiA4QKdKvtqwxrbB,0.863,0.718,6,-9.132,1,0.238,0.238,0.0,0.965,105.003,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Jackboy feat Money Man What's mine is yours"">search Jackboy feat Money Man What's mine is yours lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist

1813,These Days,5tsI3xxDHDgzHhn30LTQNz,73,mike.,None,This Isn't The Album,5G9kmDLg3OeUyj8KVBLzbu,0.815,0.364,2,-11.158,1,0.375,0.533,3.52e-05,0.328,129.937,,Best Hip-Hop Playlist

1814,How It Feels,3saFakQddJI0V8iFIpb3mU,0,Filipo Mayo,None,How It Feels,7nk9iWHgh5Hgs5X1UIMFRe,0.587,0.759,1,-6.047,1,0.273,0.114,0.0,0.475,147.954,"			Please check the spelling and try again to <a href=""/index.php?section=search&amp;searchW=Filipo mayo How it feels"">search Filipo mayo How it feels lyrics</a>. <script type=""text/javascript"">var GOOG_FIXURL_LANG = ""en"";var GOOG_FIXURL_SITE = ""https://www.songlyrics.com/"";</script>. <script src=""https://linkhelp.clients.google.com/tbproxy/lh/wm/fixurl.js"" type=""text/javascript""></script>. </p>",Best Hip-Hop Playlist
